prediction,goldlabel,questions,passages_len
42e,équipe de France,question: Dans quelle equipe est Stablinski ? </s>,1
Madero,Madero,question: Qui est l'opposant de Diaz ? </s>,1
palais,jeune reine,question: En quoi se transforme la sorciere ? </s>,1
milieu interstellaire diffus de gaz enrichi en,un milieu interstellaire diffus de gaz enrichi en,question: Qu'est ce qui se trouve entre les etoiles de la galaxie ? </s>,1
"bovins, un taureau et une vache",charrue,question: Quel outils d’attelage est employe pour realiser le trace ? </s>,1
dans le tube digestif humain,dans le tube digestif humain,question: Le virus est localise ou ? </s>,1
en Turquie,Turquie,question: Ou on lieu les troubles politiques ? </s>,1
traumatique,métissages,question: Comment caracterise-t-on le fait de melanger plusieurs cultures ? </s>,1
rien,promesses que Cetshwayo avait faites à,question: Quelle s'est-il passe au moment du couronnement du roi zoulou? </s>,1
vivacité et d'esprit,empreints de vivacité et,question: Que contient les champagnes de la cote des blancs ? </s>,1
"15,1 %","15,1",question: quel est le pourcentage de la population mondiale vivant dans des pays qui autorisent les couples de meme sexe a se marier ? </s>,1
900 000,900 000 morts,question: Combien de victimes y a-t-il eu selon le dictionnaire de la Shoah ? </s>,1
empêcher la réunion des deux principales armées ottomane,Il cherche à empêcher la réunion des deux principales,question: Quel est l'objectif de Paskevitch? </s>,1
président de la Commission et lauréat du Prix Nobel de,Président de la Commission,question: Quel a ete le role de Sean MacBride ? </s>,1
Mike Conway,Mike Conway,question: Qui a ete rejoint malgre le fait d'avoir etabli la premiere reference du week end ? </s>,1
dix,dix,question: Combien y a-t-il d'IEP? </s>,1
Bremer Marktplatz et le passage du Liebfrauenkir,la Bremer Marktplatz et le passage du Liebfrauen,question: Quels etaient les principaux centres de commerce de Breme a la fin du Moyen Age ? </s>,1
leur statut en tout point similaire à celui des régions,Ces cinq territoires se distinguent du reste de la France,question: Quel est la difference entre les departements d'outre-mer et le reste de la France d'outre-mer ? </s>,1
dans la moyenne des joueuses,dans la moyenne des joueuses,question: comment se situe maria kirilenko au niveau de son premier service? </s>,1
2 917 mètres,"le mont Olympe, dont le sommet culmin",question: quelle est le point culminant de la grece ? </s>,1
ils n'étaient pas représentés politiquement à la,parce qu'ils n'étaient pas représentés politiquement,question: Pourquoi les colons americains ont-ils refuse de payer les taxes nouvellement votees ? </s>,1
Quierzy,Charles le Chauve,question: Qui annexa le royaume de son frere a sa mort? </s>,1
église,église,question: Dans quel lieu rentre Jim a sa sortie d'hopital ? </s>,1
densité,disponibilité,question: comment appeler la densite des proies dans l'environnement </s>,1
Oreste Simonotti,Oreste Simonotti,question: Qui etait president de la Casal en 1929 ? </s>,1
21e,21e,question: Quel est le meilleur resultat de Florian Schillinger sur une epreuve individuelle en coupe du monde ? </s>,1
"prédation, rivaux, absence de surveillance sur la pro","prédation, rivaux, absence de surveillance sur la pro",question: Quels sont les risques qui interferent avec la quete de nourriture ? </s>,1
uvres artisanales,ressources naturelles,question: Qu'utilisent les artisans algeriens comme matieres premieres ? </s>,1
VPg,une protéine virale VPg,question: Quel est la proteine qui demarre la replication ? </s>,1
Andromeda,Nymphadora Tonks,question: Qui est la fille de ted tonks? </s>,1
Charles Messier,Charles Messier,question: Qui a decouvert Messier 87 ? </s>,1
transformer en copropriétés soumises à une,étendre leurs investissements au marché des services,question: Quel est l'interet de la privatisation des cabinets pour les marques de supermaches britanniques ? </s>,1
par leur carapace,par leur carapace,question: Quel est le moyen pour les tortues d'absorber l'energie solaire ? </s>,1
"choucroute alsacienne, la quiche lor",l’huile et l’ail,question: Quelles sont les bases de la cuisines des regions francaises meridionales? </s>,1
premier,première,question: ou est classee l'universite d'oxford en 2018 ? </s>,1
Turquie,En juin 2014,question: En quelle annee Mariano Rajoy a-t-il decide de faciliter la naturalisation des juifs expulses d'espagne ? </s>,1
des études de marché et des modèles de promotion,des études de marché et des modèles de promotion,question: A partir de quelles informations peut-on travailler ? </s>,1
aboiteaux,aboiteaux,question: Quelle technique digue les acadiens construisent pour augmenter la taille de leur terre ? </s>,1
hirondelles,les hirondelles frottent les yeux de,question: Quel usage de la chelidoine font certains oiseaux migrateurs? </s>,1
Grande Inter,1955,question: En quelle annee Carlo quite l'Inter ? </s>,1
"l'acoustique, la musique, l'","acoustique, la musique, l'électrotech",question: Quelles sont les disciplines pour lesquelles le bruit est important ? </s>,1
33,31 à 33,question: Quel est le score final du match en 2006/2007 contre le THW Kiel ? </s>,1
Venise,à Venise,question: Ou mene l'enquete de Bond ? </s>,1
RER B,le RER B,question: Quel transport en commun dessert deja le quartier de la gare du Nord et de la gare de l'Est ? </s>,1
brefs,Après de brefs heurts entre les troupe,question: Comment reagit Bangkok a la violation de sa souverainete par Tokyo? </s>,1
5 000 années-lumière,au moins 5 000 années-lumière,question: Sur quelle distance s'etend le jet de plasma ? </s>,1
les habitants,pour les habitants,question: Pour qui l'utilisation des viaducs ferroviaires par le CDG Express creerait des nuisances sonores ? </s>,1
algues,algue Azolla,question: Quel organisme emprisonnait du CO2 ? </s>,1
en la faisant appuyer par les plus illust,ne désirant pas se séparer d’un troupe,question: Pourquoi Du Bosc refuse de quitter Caen ? </s>,1
lettre,une lettre,question: Sous quelle forme Apollinaire a-t-il envoye des correspondances a Paul Dermee ? </s>,1
grâce à l'ordinateur de bord du véhicule à,pour avoir tenté de faire sauter une usine d’,question: pourquoi est il cloitrer? </s>,1
sa sur,sur,question: Avec qui Paul parlait encore en Belgique? </s>,1
Anquetil,Anquetil,question: Qui a demande a Aimar et Stablinski de conduire la voiture d'Anquetil ? </s>,1
plaintes par les téléspectateurs,à partir des négatifs originaux,question: Quelles techniques ont ete utilisees pour la restauration des films looney tunes ? </s>,1
trois peaux épaisses,une succession[pas clair] de trois peaux épaisses,question: que comporte la bouche droite ? </s>,1
Première Guerre mondiale,la Première Guerre mondiale,question: A quelle guerre Robert sterling Clark participe-t-il ? </s>,1
Aurès,Algérie,question: Dans quelle region du monde s'est developpee la musique chaouie ? </s>,1
Rufus Norris,Elesin,question: Quel personnage interprete Nonso Anozie dans la mise en scene de 2009 ? </s>,1
ouvrière,ouvrière,question: De quelle classe sociale est issue Jean Chaitron ? </s>,1
Sahara,le Sahara,question: Quel territoire est conquis en 1902 ? </s>,1
la fin du Siècle des Lumières,la fin du Siècle des Lumières,question: A partir de quand la copie sans compensation est elle devenue une pratique negligeable? </s>,1
des dirigeants dissidents de l'AC Milan,des dirigeants dissidents de l'AC Milan,question: Qui sont les fondateurs du FC Internazionale Milano ? </s>,1
44 %,44 %,question: Quel est le taux de mortalite infantile des acadiens des maritimes ? </s>,1
Académie,Académie,question: Dans quelle institution intervenait Lavoisier ? </s>,1
lors de la destruction de Jérusalem au VIe,au VIe siècle avant l'ère chrétienne,question: Quand l'arche a-t-elle ete camouflee ? </s>,1
réforme de sa stratégie,en 2003,question: Qaund l'UNESCO s'est-elle engagee dans un plan de reduction des depenses ? </s>,1
Jörg Ritzerfeld et Nico Faller,Jörg Ritzerfeld et Nico Faller,question: Avec qui Florian Schillinger partage-t-il la medaille de bronze de l'epreuve de saut a ski par equipe de l'Universiade d'hiver de 2009 ? </s>,1
20 000,100 000,question: Combien de personnes travaillent au ministere des sports </s>,1
Haek,Haek,question: Contre qui perd Brodeur alors qu'il est en lice pour le trophee Vezina ? </s>,1
dans le détroit de Nares,dans le détroit de Nares,question: Ou se situe l'ile Hans ? </s>,1
Une attaque de tuberculose,Une attaque de tuberculose,question: pourquoi Robert Barta ne peut pas participer a ala greve chez Renault ? </s>,1
Rodney,l'amiral Rodney,question: Qui est l'adversaire de don Luis de Cordova? </s>,1
"institutions, laboratoires universitaires, etc.","institutions, laboratoires universitaires",question: Quels acteurs sont habituellement aux commandes d'une revue scientifique ? </s>,1
"une limite, une ligne de démarcation, et",une limite,question: Qu’est ce que le pomerium d’apres Antaya ? </s>,1
110 000,110 000 habitants,question: quelle etait la population de la ville de rome en 1600 </s>,1
grande éclaire,felougne,question: Citer la onzieme designation mentionnee de la Chelidonium majus? </s>,1
Charles Demeillez,Charles Demeillez,question: Qui entraine le CORT en 1947 ? </s>,1
depuis au moins onze millénaires,depuis au moins onze millénaires,question: Depuis combien de temps est habite le territoire ? </s>,1
"4,4 millions","4,4 millions",question: Combien y a-t-il d'habitants dans l'agglomeration berlinoise ? </s>,1
sédiments terrigènes,plissées et soumises à des,question: Quelles deformations les roches ont-elles subies ? </s>,1
1320,L'islam est arrivé dans le Cachemire en 1320,question: Quand l'islam est arrive dans le cachemire ? </s>,1
Kabylie,la chaîne des Bibans,question: Quelle region est dominee par le royaume des Beni Abbes et des Mokrani ? </s>,1
Tarnovo,à Tarnovo,question: Ou l'assemblee nationale bulgare se reunit-elle ? </s>,1
1895,1902,question: Quelle est l'annee de naissance de l'US Tourcoing ? </s>,1
"Lionel Dutemple, Julien Hervé, Philippe","Lionel Dutemple, Julien Hervé, Philippe",question: Qui etaient les quatre auteurs des Guignols de l'Info ? </s>,1
spacieuses galeries commerciales,galeries,question: Quelle forme prennent les commerces construits par Choukhov ? </s>,1
plus de 60%,60% du total mondial,question: Quel pourcentage du reseau ferroviaire occupe la Chine en 2019 ? </s>,1
"l'utilisation privilégiée du poivron, sous forme de",une forte influence orientale (turque et balkanique,question: Qu'est-ce qui differencie la gastroniomie hongroise et la gastronomie des autres pays d'Europe centrale ? </s>,1
régi par les lois civiles et politiques,"Il peut, sur sa demande, être admis à",question: Est-ce qu'un indigene musulman peut avoir les droits d'un citoyen francais ? </s>,1
entretenir la frontière terrestre canado-américaine,entretenir la frontière,question: A quoi sert la commission de la frontiere internationale ? </s>,1
Minnesota,l’APTE,question: Quelle institution a recours au modele Hazelden ? </s>,1
50 % des congés d'été se passent,le bronzage populaire apparaît à la,question: Pratique-t-on le bronzage populaire uniquement en bord de mer ? </s>,1
Révolution de 1911,la Révolution de 1911,question: Quel evenement a precede la creation de la Republique en Chine ? </s>,1
Parti socialiste,socialiste,question: Quelle a ete la mouvance politique d'Emmanuel Macron avant 2009 ? </s>,1
deux,un an,question: Combien de temps Demeillez entraine-t-il me CORT? </s>,1
une voix rauque et des textes inspirés par,rauque,question: Quelles sont les particularites  du rap de medine ? </s>,1
Bugeaud,le général Bugeaud,question: Quel general remporte la bataille d’Isly ? </s>,1
l'îlot du Peon,l'îlot du Peon,question: Qu'est-ce que les Espagnols conquierent a la suite du siege du port d'Alger ? </s>,1
Au début du XXe siècle,Au début du XXe siècle,question: Quand les colonies d'artistes se sont elles developpees ? </s>,1
qualité,qualité,question: Quel est le facteur de comparaison des universites chinoises ? </s>,1
chanteuse de jazz Ella Fitzgerald,Elle admire particulièrement la chanteuse de jazz Ella Fitzgerald,question: Doris Day et Ella Fitzgerald </s>,1
les Ténèbres,les Ténèbres,question: qui a exercise lucifer du vaisseau </s>,1
fragilité,fragilité,question: Pour quel motif les femmes se voyaient-elles refuser auparavant certaines taches ? </s>,1
glucosinolates,glucosinolates,question: Que libere la plante lorsqu'elle est subit une attaque de phytophages </s>,1
1965,1965,question: A partir de quelle date l'artiste ne peint-il plus ? </s>,1
babylonien,le culte babylonien,question: Quel culte ont celebre les rois seleucides ? </s>,1
le groupe jouait le titre Yes lors d'un,sa demande en mariage,question: Que fait l'homme pendant qu'Acid Black Cherry interprete Yes ? </s>,1
"l'Austrasie, la Burgondie et","l'Austrasie, la Burgondie et",question: Quels sont les principaux nouveaux domaines royaux crees par le partage? </s>,1
attrape-tout,parti attrape-tout,question: Quel est le surnom des detracteurs du parti de Macron ? </s>,1
Dieu,le divin,"question: Selon Thomas d'Aquin, a qui s'applique l'expression ""l'etre absolu""? </s>",1
