prediction,goldlabel,questions,passages_len
un affleurement de roches,un affleurement de roches,question: Qu'est ce que le mur des douaniers ? </s>,1
mille ethnies,ethnies,question: Quel est le facteur de diversite de l'Afrique ? </s>,2
jour.,jour.,question: Quelle est la cadence des mises a jours des zones a traiter ? </s>,2
"James, Albus et Lily","James, Albus et Lily",question: Qui sont les petit neveux de Petunia ? </s>,1
"99,4 %","99,4 %",question: Combien de Mahorais ont vote positivement pour garder des liens avec la France ? </s>,2
Il fallait bien que je fasse quelque chose,Il fallait bien que je fasse quelque chose,question: Pourquoi selon lui Paul a-t-il collabore? </s>,1
l'auteur lui-même,l'auteur lui-même,question: Qui a dirige les premieres mises en scene ? </s>,1
"malais, britanniques, indiens et aus","malais, britanniques, indiens et aus",question: Quelles etaient les nationalites des forces s'opposant a l'offensive de Tokyo en Asie du sud-ouest? </s>,1
demander raison au dey Omar,demander raison au dey Omar,question: Quel etait l'objectif de l'escadre americaine au moment ou elle rencontrera le Rais Hamidou ? </s>,2
les séfarades,les séfarades,question: Qui s'est senti lese en 1977 ? </s>,1
la Food and Chemical Toxicology,la Food and Chemical Toxicology,question: Dans quelle revue ont ete synthetise les resultats des etudes avant les travaux du professeur Seralini ? </s>,1
Acid Black Cherry,Acid Black Cherry,question: Quel est le nom choisi par Yasu pour son groupe ? </s>,2
70,70 points,question: Combien de points Patrick Kane a-t-il inscrits lors de la saison reguliere 2008-2009 ? </s>,2
myrosinase,myrosinase,question: Avec quoi les glucosinolates doivent etre associes pour devenir un compose actif </s>,2
de mettre en place une navette,de mettre en place une navette,"question: Que propose l'association ""Non au CDG Express"" pour relier l'aeroport de Roissy a la gare de Mitry-Claye ? </s>",1
1919,1919,question: Quand est ce que la Ligue du Nord est nee ? </s>,2
quartiers ouvriers,quartiers ouvriers,question: Quels quartier </s>,1
25 millions de disques vendus par an en moyenne,25 millions de disques vendus par an en moyenne,question: combien vend-on de disques dans les annees 60? </s>,1
azote,azote,question: Qu'absorbe l'algue Azolla? </s>,2
le gouverneur de Virginie Lord Dunmore,le gouverneur de Virginie Lord Dunmore promit l,question: Quelle etait la promesse faite aux Afro-americains combattant dans l'armee britannique lors de la guerre d'independance ? </s>,1
la formation et la diversification des concepts,la formation et la diversification des concepts,"question: Suivant la conception causal de la signification, qu'est-ce qu'affecte l'environnement contextuel ? </s>",1
esclaves,esclaves,"question: Quel est le statut d'une personne qui ne jouit pas de toutes ses conditions de liberte, voire d'aucune ? </s>",1
nous sommes perdus ; il est impossible de résister,il est impossible de résister à l'attaque de,question: Quelle prediction fait l'interlocuteur de la narratrice quand a l'issue de la bataille? </s>,1
de nombreux établissements d'enseignement supérieur sont devenus des,de nombreux établissements d'enseignement supérieur sont devenus des,question: Quelle a ete la consequence de la reforme des universites ? </s>,1
faire de l'éducation une « priorité stratégique,faire de l'éducation une « priorité stratégique,question: Quelle decision a pris la Chine en 2007 ? </s>,1
3e place,3e place,question: A quelle position du championnat termine le FC Internazionale Milano durant les deux premieres saisons de Roberto Mancini ? </s>,1
espagnol,espagnol,question: D'ou vient Luis Suarez Miramontes ? </s>,2
18,18e,question: Combien y a t-il d'equipes ? </s>,1
par les guerres intercoloniales,par les guerres intercoloniales,question: Par quoi se caracterise le XVIIIieme siecle ? </s>,1
pour la défense de Charles Cora,pour la défense de Charles Cora,question: Pourquoi Edward Dickinson Baker est il critique ? </s>,1
l'Indochine française,l'Indochine française,question: Quelle etait la cible de l'offensive thailandaise? </s>,1
sur le terrain de l'AS Saint-Étienne,sur le terrain de l'AS Saint-Étienne,question: Sur quels terrains </s>,1
riche et doux,riche et doux,question: Quelles sont les deux qualites du pere du fils prodigue ? </s>,1
parmi les figurants,parmi les figurants,question: Ou Yasu s'est il s'est il cache ? </s>,2
à l'Hôtel Hilton de Park Lane,"à Bangor, au Pays de Galles",question: Ou les Beatles rencontrent-ils Mick Jagger ? </s>,1
le général Pierre Dupont de l'Étang e,le général Pierre Dupont de l'Étang e,question: Quel fut le tournant psychologique de guerre ? </s>,1
Andromeda avait été enlevée de la tap,son cousin préféré,question: Andromeda s'entendait-elle bien avec Sirius ? </s>,1
555 ou 444,555 ou 444,question: Quelles sont les deux tailles de cubes de couleurs souvent allouees par les navigateurs ? </s>,1
admis à servir dans les armées de terre et,peut être admis à servir dans les armées,question: Un indigene musulman peut-il servir dans l'armee ? </s>,1
"Andrea Pirlo, Clarence Seedorf, Robbie Kean","Andrea Pirlo, Clarence Seedorf, Robbie Kean",question: Quels joueurs font partie de l'equipe de Vieri ? </s>,1
quatre millions,quatre millions,question: Combien de personnes environ ont fui la Syrie durant la crise syrienne ? </s>,2
Pierre-Simon Laplace,Laplace,"question: En 1780, avec quel autre scientifique Antoine Lavoisier a-t-il collabore ? </s>",2
chez Renault,chez Renault,question: ou a lieu la greve declenchee par le groupe Barta ? </s>,2
probablement près de Squillace,probablement près de Squillace,question: Ou se situe le chateau de Stridula ? </s>,1
au minimum 75 000 USD,au minimum 75 000 USD,question: Quel est le prix de l'abonnement annuel a BookScan ? </s>,1
les industries de biens de luxe ont été mises sous le,quand les industries de biens de luxe ont été mises sous,question: Quel fut l'acte politique qui marqua le debut de cette nouvelle dynamique? </s>,1
à partir de la première moitié du XIXe,à partir de la première moitié du XIXe,question: A partir de quand les ecrivains ont pu vivre de leur œuvre ? </s>,1
en Belgique,en Belgique,question: Ou se deroule le circuit des 3 villes sœurs ? </s>,2
27 %,27,question: Quelle etait le pourcentage moyen de deces chez les prisonniers guerre de Tokyo? </s>,2
James Murray,James Murray,question: Qui mene les troupes britanniques lors de la bataille de Sainte-Foy ? </s>,2
quatre,quatre,question: Combien de strathspeys composent les Harpes du Nouvel Age ? </s>,2
Au rez-de-chaussée,Au rez-de-chaussée,question: Ou se situe la salle de negoce de l'Ancienne bourse ? </s>,1
hongroises,hongroise,question: De quelle origine est George Soros ? </s>,2
coefficient intellectuel supérieur de 10 % à la moyenne,coefficient intellectuel supérieur de 10 % à la moyenne,question: Quel est le critere pour devenir electeur ? </s>,1
Murat,Murat,question: Quel general francais ecrasa le soulevement madrilene ? </s>,2
l’oumma,l’oumma,question: Comment s'appelle la communaute musulmane ? </s>,1
adoucir son comportement et le rendre plus,adoucir son comportement et le rendre plus,question: Pourquoi castrer un cheval? </s>,1
les plus petits virus,les plus petits virus,question: Quelle est la taille des virus regroupe par la famille Picornaviridae ? </s>,1
homologue provincial du gouverneur général du Canada,homologue provincial du gouverneur général du Canada,question: Quel est le role du lieutenant-gouverneur ? </s>,1
Kate Barry,Kate Barry,question: Qui est a l'origine de la methode Hazelden ? </s>,2
encore plus après les élections européennes de 2019,encore plus après les élections européennes de 2019,question: A partir de quel moment a-t-on considere LREM comme un parti de droite ? </s>,1
le fouage,Le premier impôt direct qui se généralise est le fouage,question: Quel est le premier impot direct ? </s>,1
Pescarolo,Pescarolo,question: Qui arrive troisieme ? </s>,1
Cornelius Fudge,Cornelius Fudge,question: Qui est a la tete du gouvernement? </s>,1
janvier 1862,en janvier 1862,question: Quand les anglais et les francais debarquent-ils ? </s>,1
bimensuel,bimensuel,question: quelle est la periodicite de Voix ouvriere ? </s>,1
Carcano,Carcano,question: Qui decide de construire l'equipe autour de Benito Lorenzi ? </s>,1
la Frick Collection,la Frick Collection,question: Par quelle collection sterling Clark est-il fascine ? </s>,2
Don Pietro Cappuccio,Don Pietro Cappuccio,question: Qui est le signataire des lettres de dedicaes des deux derniers livres ? </s>,2
syncrétisme religieux,syncrétisme religieux,question: Que se passe-t-il entre les divinites grecques et le mazdeisme ? </s>,1
cadres supérieurs,cadres supérieurs,question: Qui forment ils? </s>,1
travailleurs forcés,travailleurs forcés,question: Quelle etait la fonction des detenus pour les Nazis? </s>,1
26,38,question: Combien de listes d'union LO a t il conduit avec le PC ? </s>,2
fière,fière,question: Que pense l'eglise de Caen de Du Bosc ? </s>,1
Marie Françoise de Savoie-Nemours,Marie Françoise de Savoie-Nemours,question: Qui est la femme du roi du Portugal ? </s>,1
15 000 tués et prisonniers e,les Ottomans perdent 15 000 tués,question: Quel bilan de la chute d'Akhaltsikhe pour les turcs? </s>,1
la Lazio,la Coupe des Champions : après avoir éliminé le,question: Contre quelle equipe l'inter a perdu en coupe des champions </s>,1
en 1669,1669,question: Quand fut conquise la crete? </s>,2
Malte,Malte,question: Dans quel pays Dale a-t-il ordonne d'aller se ravitailler ? </s>,2
constructiviste,constructiviste,question: Quel mouvement artistique et architectural s'applique au nouvelles construction de Choukhov ? </s>,2
GAZ-69,GAZ-69,question: Quel est le premier modele des vehicules UAZ construits par l'usine ? </s>,2
une soupe,une soupe,question: Par quoi commence le dejeuner hongrois ? </s>,2
Mary Ann Foss,Mary Ann Foss,question: Avec qui Edward Dickinson Baker a-t-il eu cinq enfants </s>,2
Pétunia,Pétunia,question: Comment s’appelle la soeur de Lily Evans ? </s>,1
Mimouchka,Mimouchka,question: Qui rencontre Roger a son retour de voyage ? </s>,1
le Consorzio San Siro 2000,le Consorzio San Siro 2000,question: Qui gere le stade Giuseppe-Meazza ? </s>,2
douzième,douzième,question: Quelle est la position du FC Internazionale Milano ? </s>,1
Ernesto Torrusio,le club,question: Qui a gagne le championnat d’Ambrosiana en 1930 ? </s>,2
Ingram Content Group,Ingram Content Group,question: Quel entreprise est un exemple de distributeur ? </s>,1
"circulation aérienne, électronique, informatique, techniques aéronautiques","circulation aérienne, électronique, informatique, techniques aéronautiques",question: A quelles activites l'offre de formation de l'ENAC s'est-elle elargie ? </s>,1
"Les fuyards, poursuivis par les Républicains, se","Les fuyards, poursuivis par les Républicains, se",question: Quelle fut la consequence de ce revers? </s>,1
Les rayons ultraviolets B (UVB) du soleil permettent,Les rayons ultraviolets B (UVB) du soleil permettent,question: Qu'est-ce qui permet de bronzer naturellement ? </s>,1
pour une mission précise,pour une mission précise,question: Dans quel but le roi envoyait-il des ambassadeurs ? </s>,1
carrés de piquiers,carrés de piquiers,question: que sont les schiltrons ? </s>,1
en 1676,1676,question: En quelle annee la podolie est prise? </s>,2
23 titres olympiques (dont 13 titres,23 titres olympiques (dont 13 titres,question: Combien de medailles olympiques Michael Phelps possede-t-il ? </s>,2
triptyque,triptyque,question: Comment s'appelle une oeuvre d'art composee de trois paneaux ou objets ? </s>,2
formation,formation,question: Dans quel domaine agissent ils ? </s>,2
insiste pour qu'il fasse sauver l',insiste pour qu'il fasse sauver l',question: Jane et Simon sont-ils d'accord ? </s>,1
1953,en 1953,question: En quelle annee commence-y-il sa carriere ? </s>,1
10 septembre 1844,10 septembre 1844,question: Quelle est la date du traite de Tanger ? </s>,1
étrusque,étrusque,question: Quelle est la civilisation a l’origine du rite de fondation de cite ? </s>,1
Hubert et al,Hubert et al,question: Qui sont les auteurs du papier qui montre l'effet du l'alimentation et du sexe sur le taux de mortalite ? </s>,1
dixième,dixième,question: quel est le rang de UCL en 2019? </s>,1
principalement pour son manque d'expérience et de professionn,principalement pour son manque d'expérience et de professionn,question: Quelles sont les principales critiques ? </s>,1
« Rayon-Vita »,« Rayon-Vita »,question: Quels type de Rayons est utilise dans le serum ? </s>,2
