prediction,goldlabel,questions,passages_len
"pour son personnage de Sol, un clown clochard",son personnage de Sol,question: Pourquoi Marc Favreau est-il célèbre ? </s>,1
"George Eastman, de Ian Fleming et de","George Eastman, de Ian Fleming et de",question: Qui étaient les amis de Frederick Cotton ? </s>,1
attaquer sur les frontieres de la Georgie,contre-attaquer sur les frontières de la Géorgie,question: Quel est l'autre objectif des Ottomans en dehors de Akhaltsikhe? </s>,1
elle est craintive et préfère toujours fu,La vipère aspic n'est pas agress,question: LA vipère aspic est-elle méchante ? </s>,1
champagnes prises,champagnes prisés,question: Qu'engendre la côte des blancs ? </s>,1
basse justice,basse,"question: A quel type de justice la ""justice foncière"" correspond-elle au Moyen Age? </s>",1
Europeens,en 1830,question: En quelle annee Charles Sturt explore le Murra-Darling? </s>,1
6,un malade sur 6 est traité,question: Combien de cas de SAOS sont traité ? </s>,1
en une sorte de quiche a base d',"quiche à base d'uf, viande,",question: Quelle est la particularité du tajine tunisien ? </s>,1
Prague,Prague,question: Dans quelle ville s'ouvre le premier couvent d'Augustins déchaux  hors d'Italie ? </s>,1
societes civiles dont le capital social est tenu par,le statut de sociétés civiles,question: Quel est le statut des cabinets de solliciteurs ? </s>,1
fabrication de ciment,la fabrication de ciment,question: Pour quoi est utilisé le laitier? </s>,1
les différentss membres parlent des dialectes différents,diversité,question: qu'est-ce qui limite le poids politique des dialectes? </s>,1
le Mir’at- Kainat (Miroir,le Mir’ât- Kâinât (M,question: Quels sont les ouvrages techniques de Seydi Ali Reis ? </s>,1
la Social Democratic Federation de Hyndman,Social Democratic,question: De quel courant politique se rapprocha Annie Besant? </s>,1
Wolfgang Von Strucker,le baron Wolfgang Von Strucker,question: Qui est le chef d'HYDRA dans les comics ? </s>,1
organise tout entier en vue de la conquete,conquête militaire de la Chine,question: Que souhaitez les responsables de l'Etat Qin ? </s>,1
sous-cas de letalite synthetique,utile en thérapie cancéreuse cib,question: Qu'est-ce que la létalité collatérale ? </s>,1
siphons,filaments formant des siphons contenant une masse,question: Dans quoi sont contenus les noyaux des pseudomycélium ? </s>,1
absolu,Le concept d'« absolu,question: Quelle est l'une des plus anciennes notions philosophiques ? </s>,1
"défenseur central, comme libere ou encore comme milieu defen",milieu,question: En quelle position jouait Malatrasi ? </s>,1
quatre,deuxième,question: L'église a combien d'étage ? </s>,1
le plus souvent chantes,récit oral,question: Comment l'épopée et le conte sont-ils racontés ? </s>,1
Tami,le Tami,question: Quel est le nouveau parti politique d'extrême droite en 1981 ? </s>,1
concours de peche sportive,des concours de pêche sportive,"question: Quelle activité propose l'association ""Ulis Pêche Passion"" ? </s>",1
Chicagoland,Los Angeles,question: Quelle est la plus gande aire urbaine des etats unis </s>,1
overdue glaciation,overdue glaciation,question: Comment est appelé en Anglais la théorie de Ruddiman ? </s>,1
John Dreyer,John Dreyer,question: Qui a publié un catalogue des nébulosités dans les années 1880 ? </s>,1
soumis aux Francs au nord des Alpes,Regnum Francorum,"question: Comment évolua le territoire du ""Regnum Francorum""? </s>",1
Kirby's Dream Land et Super Smash Bros.,Kirby's Dream Land et Super Smash Bros,question: A quels jeux à succès Iwata a-t-il participé au développement ? </s>,1
transitent les marchandises,grâce à sa position géographique à la jon,question: Pourquoi la cvilisation égyptienne est elle pendant l'antiquité le centre d'un important commerce ? </s>,1
L’Algerie,Algérie,question: Quel pays est en tete de la region MEDA dans les années 2000 en termes de flux d’investissements? </s>,1
seize chefs d'accusations pour divers crimes e,crimes,question: Quel type d'acte peut mener à la mise en place d'une procédure d'impeachment? </s>,1
en Chine et au en Europe,Chine,question: Où a été utilisé le premier haut fourneau ? </s>,1
les conquetes du territoire algerien ont et,"berbères, arabes, turcs, ju",question: Quelles ont été les influences méditerranéennes sur la cuisine algérienne ? </s>,1
la création du Conseil constitutionnel,la création en 1958 du Conseil constitutionnel,"question: la constiturtion etait qualifié de norme supreme , avant quoi? </s>",1
Republique,la Côte française des Somalis,question: Quel était le nom de Djibouti lorsque ce territoire était un TOM ? </s>,1
Michael Krause,Elle,question: Krauss est un garcon ou une fille? </s>,1
Spanner,un professeur allemand appelé Spanner,question: Qui était responsable de cette usine de savon à proximité de Dantzig? </s>,1
populations tibetaines,Mipham Rinpoché,question: qui fut ébloui par l epopée du roi Gesar </s>,1
yak,sa capacité de production de viande,question: Quel principal avantage à élever des chevaux Yushu retrouve-t-on dans le rapport du ministère ? </s>,1
Argyros,Argyros,question: Qui remplace Aténolf en février 1042 ? </s>,1
jet de matiere,un trou noir supermassif,question: Qu'est ce qui se trouve au coeur de Messier 87 ? </s>,1
Bogny-sur-Meuse,Bogny-sur-Meuse,question: Où se situe l'association minéralogique ? </s>,1
1780,1780,"question: En quelle année, Antoine Lavoisier a-t-il réalisé une expérience contredisant que la chaleur est un fluide ? </s>",1
lutter contre l’homophobie,afin de lutter contre l’homophobie,question: Pourquoi est-ce que Stéphane Corbin conçcoit le disque Les Funambules ? </s>,1
leurs victoires sont inscrites la plupart du temps,leurs victoires sont inscrites la plupart du temps,question: qu'est-ce qui indique que les victoires des athlètes étaient source de fierté </s>,1
ivoire de mammouth,une tombe,question: sur quoi est gravée la plus anicnne représentation d'un labyrinthe ? </s>,1
"Sergio Rotman, le batteur Fernando Ricciardi le","Le saxophoniste Sergio Rotman, le",question: Quels autres membres que les fondateurs ont-ils fait partie de toutes les versions du groupe ? </s>,1
"Auchan et Carrefour, et de la",Auchan et Carrefour,question: Quels groupes sont membres de l'association Consommateurs et entreprises responsables ? </s>,1
dialecte derive de l'allemand,un dialecte dérivé de l'allemand,question: C'est quoi le Hunsrückisch? </s>,1
pour definir la situation du territoire d'origine,définir la situation du territoire d'origine,question: A quoi devait servir l'argument du saumon ? </s>,1
R.M. Paulus le Venitien,érudit,question: Comment appelle-t-on quelqu'un qui a beaucoup de livres chez soi ? </s>,1
restaurant,un restaurant,question: Qu'est-ce qui se trouve au sous-sol de la Nouvelle Bourse ? </s>,1
republique populaire de Chine,la fondation de la république populaire de Chine,question: Que représente la place Tian'anmen ? </s>,1
depuis que le livre et ses ancetres existent,depuis que le livre et ses ancêtres existent,question: Depuis quand parle-t-on de bibliophilie ? </s>,1
conflit avec le président Ghulam Ishaq Khan,en conflit avec le président,question: Pourquoi Nawaz Sharif a-t-il démissioné en 1993? </s>,1
microbiologie cellulaire,biologie,question: Dans quelle discipline scientifique les articles comportent plusieurs auteurs ? </s>,1
Nanaya,à la déesse Nanaya,question: À quelle divinité mésopotamienne la communauté grecque de Susiane offre-t-elle ses esclaves pour les affranchir ? </s>,1
2006,1906,question: En quelle année l’exposition générale roumaine s’est-elle tenue ? </s>,1
les aines et parents de la famille des Kuru,la famille des Kuru,question: Avec qui les Pandava partagent-ils le royaume ? </s>,1
ADN polymerase ADN-dependante,son génome,"question: Que fournit l'inidividu de départ pour être cloné (la réponse attendue n'étant pas ""ADN"") ? </s>",1
garants scientifiques de la ligne editoriale de la revue,garants scientifiques de la ligne éditoriale de la revue,question: Quel est le rôle du comité éditorial ? </s>,1
Bosnie,le prince François-Ferdinand d'Au,question: Quelle personnalité a tué le serbe Gavrilo Princip ? </s>,1
1914,1913,question: En quelle année ouvrit le Woolworth Building ? </s>,1
Hugo Drax,Drax,question: Qui doit tuer Bond ? </s>,1
seize heures,environ seize heures,question: Combien de temps les tortues peuvent-elles rester endormies ? </s>,1
dans le desert de Nubie,à l'ouest du Nil,question: Où se trouve Nabta Playa ? </s>,1
cent fils,cent fils,question: Combien d'enfants a Dhritarashtra ? </s>,1
"0 %, 2 %, 28 %,","0 %, 2 %, 10 %, 28",question: Quelles sont les correspondances des six intensités de couleurs dans le standard LCD ? </s>,1
selon un plan rigoureusement identique à,rigoureusement identique à celui de Chartre,question: Le labyrinthe d'Amiens est-il similaire à celui de Chartres ? </s>,1
"grise, legerement plus claire que celle des rhino",la forme de sa lèvre,question: Par quoi est caractérisé rhinocéros blanc? </s>,1
comte de Derby,"comte de Derby, à la tête du Colonial Office",question: Qui est Edward Geoffrey Smith Stanley? </s>,1
Paul Martin,Wayne,question: Qui reprend Stoney-Point aux américains ? </s>,1
Cetshwayo,Cetshwayo,question: Qui était censé donner l'autorisation de la bataille de Kambula ? </s>,1
"bouddhisme, le bahaisme e",bouddhisme,question: Indiquer une religion minoritaire représentée au Canada </s>,1
le mecanisme de l'offre et de la demande,monopole,question: Comment appelle-t-on une situation économique où un seul agent détient l'exclusivité du marché ? </s>,1
letalite synthetique de la parkine et de,la létalité synthétique de la parkine e,question: Quel exemple de létalité synthétique impliquant une paire de gènes est cité dans ce texte ? </s>,1
grise,bleu,question: Par quelle couleur est remplacée le rouge? </s>,1
tentative d'unification nationale maori face l'ex,dans le cadre d'une tentative d'unification nationale,question: Dans quel cadre la monarchie maori fut-elle créée ? </s>,1
francaise,bourgeoisie française,question: Le Figaro est-il un journal bourgeois ? </s>,1
Jacobites,catholiques,question: Quelle est la religion des exilés ? </s>,1
Youssouf Raza Gilani,Youssouf Raza Gilani,question: Qui était Premier ministre du Pakistan avant Raja Pervez Ashraf? </s>,1
particuliere,une place particulière,question: Quelle est la place de la musique hongroise en Europe ? </s>,1
2013,2013,question: en quelle année la concentration de particules dangereuses a été 40 fois supérieure au maximum défini par l'OMS </s>,1
fin des annees 1980,à la fin des années 1980,question: Quand la performance des aides a l’innovation a-t-elle été évaluée? </s>,1
les Declaration des droits de l'homme et du citoyen,Déclaration des Droits de l'Homme e,question: de quoi parle le texte de 1789? </s>,1
race chevaline originaire de la préfecture autonome ti,race chevaline,question: Qu'est que le Yushu ? </s>,1
Samuel Maharero,Samuel Maharero,question: Qui dirige les Héréros ? </s>,1
Murray Adams,"avec Murray Adams à la guitare, Steve Johnson au chant",question: Avec qui Steve Rowe forme le groupe de power metal ? </s>,1
les États-Unis,Lettonie,question: Qui le Canada rencontre-t-il en quart de finale ? </s>,1
certains droits de distribution de son travail,certains droits de distribution,question: Quels droits sont-il conservés par les auteurs et non inclus dans les contrats de transfert ? </s>,1
1606,1606,question: En quelle année Mayerne arrive en Angleterre ? </s>,1
grand physique,grand physique,question: Quel est le point commun entre Obélix et Oumpah-Pah ? </s>,1
Irrawaddy,à la pointe occidentale du delta de l'I,question: Où  se situe la colonie anglaise du Cap Negrais? </s>,1
"Curtis Civitas Dei and World War, its Cause","Dei and World War, its Cause and Cure",question: Quels sont les oeuvres  de Curtis Civitas ? </s>,1
l'islam,hindouisme,question: indiquer une religion minoritaire au Canada </s>,1
Real Madrid de Di Stefano ainsi que par le Bayern Munich,le grand Real Madrid de Di Stéfano ainsi que par le,question: Quels clubs détenaient le record de victoires successives dans les championnats européens de premier rang ? </s>,1
autosubsistance ou d'elevage de petite,autosubsistance ou d'élevage de petite,question: Quelles formes prends l’agriculture non marchande en Asie? </s>,1
Agence de l'innovation industrielle (A2I),banque publique d'investissement,question: Qu'est-ce qu'était l'ANVAR pour l'aide à l'innovation ? </s>,1
2 235 soldats,30 000 hommes,question: Quelle est la taille de l'armée ottomane qu'affronte les forces de Paskevitch le 30 juin 1829? </s>,1
tambourin,piano,question: De quel instrument jour t elle ? </s>,1
Ephesia,concours lyriques,question: que sont les Olympia ou Artemisia </s>,1
porc,Sus scrofa domesticus,question: Quel est le nom scientifique du cochon domestique ? </s>,1
traite de Verdun,traité de Verdun,question: Quel texte acta la division du royaume de France suite à la mort de Charlemagne? </s>,1
en 1908,Au cours d'une cérémonie grandiose à,question: Quand Ferdinand se proclame tsar des Bulgares ? </s>,1
